B1NN=Cc2ccccc21 aaa
[CH]=C1C(=N)N2N=CSC2=NC1=O hhg
[CH]=C1C(=N)N2OC=CC2=NC1=O hhh
[CH]=C1C(=N)N=C2C=CC=CN2C1=O hhi
[CH]=C1C(=N)Nc2ccccc21 hhj
[CH]=C1C(=O)C(=O)c2ccccc21 hhk
[CH]=C1C(=O)C(=O)c2ccccc2C1=O hhl
[CH]=C1C(=O)C(=[CH])C2C(=[CH])C(=O)C(=[CH])C12 hhm
[CH]=C1C(=O)C(=[CH])C2CC(=C)CC1C2 hhn
[CH]=C1C(=O)C(=[CH])C2CCC1N2 hho
[CH]=C1C(=O)C(=[CH])c2ccccc21 hhp
[CH]=C1C(=O)C2C3OC(=O)C(=C)C3CC[CH]C23O[CH]OC13 hhq
[CH]=C1C(=O)C2CC3CCC(C2=O)C13 hhr
[CH]=C1C(=O)C2CCN1CC2 hhs
[CH]=C1C(=O)C2[CH]C1CC2 hht
[CH]=C1C(=O)C2[CH]CC1[CH]2 hhu
[CH]=C1C(=O)C=C2CN3C(=O)NC(=O)C3C12 hhv
[CH]=C1C(=O)C=C2Oc3ccccc3C2C1=O hhw
[CH]=C1C(=O)C=CC1=O hhx
[CH]=C1C(=O)C=COC1=O hhy
[CH]=C1C(=O)C=Cc2ccccc21 hhz
[CH]=C1C(=O)CC2C1CCC1C3CCC(=O)C=C3CCC21 hhA
[CH]=C1C(=O)CC2C1CCC1C3CCC(=O)CC3=CCC21 hhB
[CH]=C1C(=O)CC2C1CCC1C3CC[CH]CC3CCC21 hhC
[CH]=C1C(=O)CC2C3=C1C14OC(=O)C=C1[CH]C1C(=C)C5CC5C1C4CC3C1CC21 hhD
[CH]=C1C(=O)CC2CC3OC3CCC3OC3CCC12 hhE
[CH]=C1C(=O)CC2CC3OC3CCC=CCCC12 hhF
[CH]=C1C(=O)CC2CC=CCCC=CCCC12 hhG
[CH]=C1C(=O)CC2CCNC1C2 hhH
[CH]=C1C(=O)CC2Oc3ccccc3CC2C1=O hhI
[CH]=C1C(=O)CC2[CH]C12 hhJ
[CH]=C1C(=O)CCCC1=O hhK
[CH]=C1C(=O)CCc2c1oc1ccccc21 hhL
[CH]=C1C(=O)CCc2ccccc21 hhM
[CH]=C1C(=O)CNC1=O hhN
[CH]=C1C(=O)C[CH]CC1=O hhO
[CH]=C1C(=O)N2C=CCS(=O)(=O)C12 hhP
[CH]=C1C(=O)N2C=CCSC12 hhQ
[CH]=C1C(=O)N2c3ccccc3C34CCN5CC6=CCOC1C(C6CC53)C24 hhR
[CH]=C1C(=O)N=C2Nc3ccccc3N12 hhS
[CH]=C1C(=O)N=C2SCCN12 hhT
[CH]=C1C(=O)N=CNC1=O hhU
[CH]=C1C(=O)NC(=O)C1=O hhV
[CH]=C1C(=O)NC(=O)C2=C1CCC2 hhW
[CH]=C1C(=O)NC(=O)C2=C1CCCC2 hhX
[CH]=C1C(=O)NC(=O)NC1=O hhY
[CH]=C1C(=O)NC(=O)c2ccccc21 hhZ
[CH]=C1C(=O)NC(=S)NC1=O hia
[CH]=C1C(=O)NC2CC1c1ccccc1O2 hib
[CH]=C1C(=O)NCS1(=O)=O hic
[CH]=C1C(=O)NCc2ccccc21 hid
[CH]=C1C(=O)NNC1=O hie
[CH]=C1C(=O)NS(=O)(=O)NC1=O hif
[CH]=C1C(=O)N[CH]S1(=O)=O hig
[CH]=C1C(=O)Nc2c1ccc1ccccc21 hih
[CH]=C1C(=O)Nc2ccc3ncccc3c21 hii
[CH]=C1C(=O)Nc2ccc3ncsc3c21 hij
[CH]=C1C(=O)Nc2ccccc21 hik
[CH]=C1C(=O)Nc2ccccc2C1=O hil
[CH]=C1C(=O)Nc2ccccc2NC1=O him
[CH]=C1C(=O)Nc2cccnc21 hin
[CH]=C1C(=O)Nc2cnccc21 hio
[CH]=C1C(=O)Nc2ncccc21 hip
[CH]=C1C(=O)OC(=O)c2ccccc21 hiq
[CH]=C1C(=O)OC2(CCCC2)OC1=O hir
[CH]=C1C(=O)OC2(CCCCC2)OC1=O his
[CH]=C1C(=O)OC23C=CC4C=COC(OC12)C43 hit
[CH]=C1C(=O)OC2C1CCC(=C)C1CCC(=C)C12 hiu
[CH]=C1C(=O)OC2C3[CH]CCC3=CCCC12 hiv
[CH]=C1C(=O)OC2CC=CCCC=CCCC3OC3CC12 hiw
[CH]=C1C(=O)OCc2ccccc21 hix
[CH]=C1C(=O)O[CH]C2C1=CC(=O)C1=C2[CH]CC2C(=O)CCC12 hiy
[CH]=C1C(=O)O[CH]C2C1=CC(=O)C1=C2[CH]CC2[CH]CCC12 hiz
[CH]=C1C(=O)O[CH]C2[CH][CH]C34OC5OC67CC([CH]C6[CH]C3(O5)C12)[CH]C74 hiA
[CH]=C1C(=O)O[CH]OC1=O hiB
[CH]=C1C(=O)Oc2ccccc21 hiC
[CH]=C1C(=O)Oc2ccccc2C1=O hiD
[CH]=C1C(=O)[CH]C2C3=C(CC4C5C(CC6=CC(=O)OC64C13)C(=C)C1CC15)C1CC21 hiE
[CH]=C1C(=O)[CH]C2C3=C(CC4C5C([CH]C6CC65)CC5=CC(=O)OC54C13)C1CC21 hiF
[CH]=C1C(=O)[CH]C2C3=C(CC4C5C6CC7=C(COC(=O)CCC(=O)OCC=CC(=O)OCC6C6CC65)C(=O)OC74C13)C1CC21 hiG
[CH]=C1C(=O)[CH]C2C3=C(CC4C5C6CC7=C(COC(=O)C[CH]C(=O)OCC=CC(=O)OCC6C6CC65)C(=O)OC74C13)C1CC21 hiH
[CH]=C1C(=O)[CH]C2C3=C1C14OC(=O)C5=C1CC1C(COC(=O)C=CCOC(=O)CCC(=O)OC5)C5CC5C1C4CC3C1CC21 hiI
[CH]=C1C(=O)[CH]C2C3=C1C14OC(=O)C=C1CC1[CH]C5CC5C1C4CC3C1CC21 hiJ
[CH]=C1C(=O)[CH]C2C3=C1C14OC(=O)C=C1[CH]C1C(=C)C5CC5C1C4CC3C1CC21 hiK
[CH]=C1C(=O)[CH]NC1=O hiL
[CH]=C1C(=O)c2ccccc2-c2ccccc21 hiM
[CH]=C1C(=O)c2ccccc2C1=O hiN
[CH]=C1C(=[CH])C(=O)NC1=O hiO
[CH]=C1C(=[CH])C(=O)OC1=O hiP
[CH]=C1C2=C(Oc3ccccc31)C(=O)C(=O)C=C2 hiQ
[CH]=C1C2C=CC1C1C(=O)NC(=O)C21 hiR
[CH]=C1C2C=CCC1c1ccc(=O)[nH]c1C2 hiS
[CH]=C1C2CC3CC(C2)CC1C3 hiT
[CH]=C1C2CCC1C1C(=O)NC(=O)C21 hiU
[CH]=C1C2CCC1N=N2 hiV
[CH]=C1C2[CH]OCC3C2CC2N1CCC21c2ccccc2NC31 hiW
[CH]=C1C2[CH][CH]C1C=C2 hiX
[CH]=C1C2[CH][CH]C1CC2 hiY
[CH]=C1C=C2C(=O)c3ccccc3N2C1=O hiZ
[CH]=C1C=C2C=CCCC2CC1 hja
[CH]=C1C=C2CC(=O)[CH]C(=O)C2=CN1 hjb
[CH]=C1C=C2[CH]C(=O)[CH]C(=O)C2=CN1 hjc
[CH]=C1C=CC(=N)C=C1 hjd
[CH]=C1C=CC(=N)O1 hje
[CH]=C1C=CC(=N)c2ccccc21 hjf
[CH]=C1C=CC(=O)C=C1 hjg
[CH]=C1C=CC(=O)N1 hjh
[CH]=C1C=CC(=O)NC1=O hji
[CH]=C1C=CC(=O)O1 hjj
[CH]=C1C=CC(=O)OC1=O hjk
[CH]=C1C=CC(=O)c2ccccc21 hjl
[CH]=C1C=CC(=[N+])C=C1 hjm
[CH]=C1C=CC2c3[nH]c4ccccc4c3CCN2C1 hjn
[CH]=C1C=CC=C1 hjo
[CH]=C1C=CC=CC1 hjp
[CH]=C1C=CC=CC1=O hjq
[CH]=C1C=CC=CN1 hjr
[CH]=C1C=CC=N1 hjs
[CH]=C1C=CCC1 hjt
[CH]=C1C=CCCC1 hju
[CH]=C1C=CCNC1 hjv
[CH]=C1C=CC[CH]C1 hjw
[CH]=C1C=CC[CH]N1 hjx
[CH]=C1C=CN=C1 hjy
[CH]=C1C=CNC(=O)C1 hjz
[CH]=C1C=CNC1=O hjA
[CH]=C1C=CNC=C1 hjB
[CH]=C1C=CNC=N1 hjC
[CH]=C1C=CNc2ccccc21 hjD
[CH]=C1C=COC1=O hjE
[CH]=C1C=COC=C1 hjF
[CH]=C1C=CO[CH]O1 hjG
[CH]=C1C=CSC1=O hjH
[CH]=C1C=CSS1 hjI
[CH]=C1C=C[CH]N=C1 hjJ
[CH]=C1C=C[CH]OC1 hjK
[CH]=C1C=C[PH](=O)C=C1 hjL
[CH]=C1C=Cc2c(ccc3ccc(=O)oc23)C1=O hjM
[CH]=C1C=Cc2c(ccc3occc23)N1 hjN
[CH]=C1C=Cc2ccccc21 hjO
[CH]=C1C=Cc2ccccc2C1=O hjP
[CH]=C1C=Cc2ccccc2N1 hjQ
[CH]=C1C=Cc2ccccc2O1 hjR
[CH]=C1C=Cc2ccccc2S1 hjS
[CH]=C1C=Cc2ncccc21 hjT
[CH]=C1C=Cc2sc3ccccc3c2N1 hjU
[CH]=C1C=NC(=N)N1 hjV
[CH]=C1C=NC(=O)S1 hjW
[CH]=C1C=NC(=S)N1 hjX
[CH]=C1C=NC2c3ccccc3C(=O)C12 hjY
[CH]=C1C=NC=CC1 hjZ
[CH]=C1C=NC=N1 hka
[CH]=C1C=NCCC1 hkb
[CH]=C1C=NN=C1 hkc
[CH]=C1C=NN=CC1 hkd
[CH]=C1C=NN=CN1 hke
[CH]=C1C=NNC(=O)C1 hkf
[CH]=C1C=NNC12NC(=O)CS2 hkg
[CH]=C1C=NNC12[CH]C(=O)N2 hkh
[CH]=C1C=NNC1=N hki
[CH]=C1C=NNC1=O hkj
[CH]=C1C=NNC1=S hkk
[CH]=C1C=NOC1=O hkl
[CH]=C1C=NOC1=S hkm
[CH]=C1C=NS(=O)(=O)N=C1 hkn
[CH]=C1C=N[CH]C(=O)N1 hko
[CH]=C1C=N[CH]C=N1 hkp
[CH]=C1C=N[CH]O1 hkq
[CH]=C1C=Nc2c(c3ccccc3oc2=O)N1 hkr
[CH]=C1C=Nc2ccccc21 hks
[CH]=C1C=Nc2ccccc2C1=O hkt
[CH]=C1C=Nc2ccccc2N1 hku
[CH]=C1C=Nc2ccccc2N=C1 hkv
[CH]=C1C=Nc2ccccc2NC1=O hkw
[CH]=C1C=Nc2ccccc2S1 hkx
[CH]=C1C=Nc2ccccc2[N-]1 hky
[CH]=C1C=Nc2cccnc2N1 hkz
[CH]=C1C=Nn2cnnc2S1 hkA
[CH]=C1C=c2c(=O)nc(=O)nc2=N1 hkB
[CH]=C1CC(=O)NC1=O hkC
[CH]=C1CC(=O)Nc2ccccc2C1=O hkD
[CH]=C1CC(=O)Nc2ccccc2N1 hkE
[CH]=C1CC(=O)c2ccccc2C1=O hkF
[CH]=C1CC(=S)NC1=O hkG
[CH]=C1CC1 hkH
[CH]=C1CC2C(=CC1=O)CCC1C3CC[CH]C3CCC21 hkI
[CH]=C1CC2C(CCC3C4CCC(=N)C=C4CCC23)C1=N hkJ
[CH]=C1CC2C(CCC3C4CCC(=O)C=C4CCC23)C1=O hkK
[CH]=C1CC2C(CCC3C4CCC(=O)C=C4CCC23)NC1=O hkL
[CH]=C1CC2C(CCC3C4CCC=CC4=CCC23)C1=O hkM
[CH]=C1CC2C(CCC3C4CC[CH]C4CCC23)CC1=O hkN
[CH]=C1CC2C(CCC3C4CC[CH]C4CCC23)NC1=O hkO
[CH]=C1CC2C(CCC3C4CC[CH]C=C4CCC23)C1=N hkP
[CH]=C1CC2C(CCC3C4CC[CH]CC4=CCC23)C1=N hkQ
[CH]=C1CC2C(CCC3C4CC[CH]CC4=CCC23)C1=O hkR
[CH]=C1CC2C(CCC3C4CC[CH]CC4=CCC23)NC1=O hkS
[CH]=C1CC2C(CCC3C4CC[CH]CC4CCC23)C1=N hkT
[CH]=C1CC2C(CCC3C4CC[CH]CC4CCC23)C1=O hkU
[CH]=C1CC2C(CCC3c4ccccc4CCC32)C1=O hkV
[CH]=C1CC2C3CCC(=O)C3CCC2C2CCC(=N)CC12 hkW
[CH]=C1CC2C3CCCC2C3C1=O hkX
[CH]=C1CC2C3Cc4cccc5c4C2(CCN3)C(O5)C1=O hkY
[CH]=C1CC2C3Cc4ccccc4C2(CCN3)CC1=O hkZ
[CH]=C1CC2CCC(C1)N2 hla
[CH]=C1CC2CN3CCc4c([nH]c5ccccc45)C3CC2CC1=O hlb
[CH]=C1CC2Cn3c(=S)[nH]c4cccc(c43)CN2C1 hlc
[CH]=C1CC2[CH]C(C2)C1=O hld
[CH]=C1CC2[CH]Nc3ccccc3C(=O)N2C1 hle
[CH]=C1CC=CCC1 hlf
[CH]=C1CCC(=C)[CH]C2[CH][CH]CC23OC1C[CH]C3=O hlg
[CH]=C1CCC(=N)CC1 hlh
[CH]=C1CCC(=[CH])C1=O hli
[CH]=C1CCC1 hlj
[CH]=C1CCC2(CC1)OCCO2 hlk
[CH]=C1CCC2(CC1)OC[CH]OO2 hll
[CH]=C1CCC23C4C[CH]C25[CH]C(=O)OC5OC13C(=O)O4 hlm
[CH]=C1CCC2=C1OC=C[CH]2 hln
[CH]=C1CCC2C1CCC1C3CCC(=O)NC3CCC21 hlo
[CH]=C1CCC2C1CCC1C3CC[CH]CC3CCC21 hlp
[CH]=C1CCC2C3CCCN4CCCC(CN2C1=O)C34 hlq
[CH]=C1CCC2CCC[CH]N2C1=O hlr
[CH]=C1CCC2CNC1CN2 hls
[CH]=C1CCC2Oc3ccccc3C=C2C1=O hlt
[CH]=C1CCC2[CH]C1C2 hlu
[CH]=C1CCC2[CH]CCC2C1 hlv
[CH]=C1CCC2c3[nH]c4ccccc4c3CCN2C1 hlw
[CH]=C1CCC2c3ccccc3CCC2C1=C hlx
[CH]=C1CCCC(=[CH])C(=O)C1=O hly
[CH]=C1CCCC(=[CH])C1=N hlz
[CH]=C1CCCC(=[CH])C1=O hlA
[CH]=C1CCCC1 hlB
[CH]=C1CCCC1=N hlC
[CH]=C1CCCC1=O hlD
[CH]=C1CCCC2([CH]CN=N2)C1=O hlE
[CH]=C1CCCC2=C1N=C1SCC(=N)N1[CH]2 hlF
[CH]=C1CCCC2=C1N=CN[CH]2 hlG
[CH]=C1CCCC2=C1N=c1sc(=[CH])c(=O)n1[CH]2 hlH
[CH]=C1CCCC2=C1Nc1ccccc1C2 hlI
[CH]=C1CCCC2=C1Nc1ncnn1[CH]2 hlJ
[CH]=C1CCCC2=C1Nc1nnnn1[CH]2 hlK
[CH]=C1CCCC2=C1OC=C[CH]2 hlL
[CH]=C1CCCC2C=CCC12 hlM
[CH]=C1CCCC2[CH]CCC12 hlN
[CH]=C1CCCC2[CH]N=CN=C12 hlO
[CH]=C1CCCC2[CH]NN=C12 hlP
[CH]=C1CCCCC(=O)N1 hlQ
[CH]=C1CCCCC(=[CH])C1=O hlR
[CH]=C1CCCCC1 hlS
[CH]=C1CCCCC1=N hlT
[CH]=C1CCCCC1=O hlU
[CH]=C1CCCCC=N1 hlV
[CH]=C1CCCCCC(=[CH])C1=O hlW
[CH]=C1CCCCCC1 hlX
[CH]=C1CCCCCC1=O hlY
[CH]=C1CCCCCCC(=[CH])C1=O hlZ
[CH]=C1CCCCCCCC(=[CH])C1=O hma
[CH]=C1CCCCCN1 hmb
[CH]=C1CCCCc2ccccc21 hmc
[CH]=C1CCCCn2c1nc1ccccc1c2=O hmd
[CH]=C1CCCN1 hme
[CH]=C1CCCN2C(=O)CON=C12 hmf
[CH]=C1CCCN2C(=O)[CH]ON=C12 hmg
[CH]=C1CCCN2C1=NOC21CCOc2ccccc21 hmh
[CH]=C1CCCN2C1=NOCC21CCOc2ccccc21 hmi
[CH]=C1CCCN2CCON=C12 hmj
[CH]=C1CCCN2C[CH]ON=C12 hmk
[CH]=C1CCCN2[CH]CON=C12 hml
[CH]=C1CCCN2[CH]ON=C12 hmm
[CH]=C1CCCNC1 hmn
[CH]=C1CCCNC1=O hmo
[CH]=C1CCCO1 hmp
[CH]=C1CCCOC1=O hmq
[CH]=C1CCCS(=O)(=O)c2ccccc21 hmr
[CH]=C1CCC[CH]C1=N hms
[CH]=C1CCC[CH]C1=O hmt
[CH]=C1CCCc2cc3c(nc21)-c1ncccc1CC3 hmu
[CH]=C1CCCc2cc3c(nc21)C(=O)CCC3 hmv
[CH]=C1CCCc2cc3c(nc21)C(=O)[CH]CC3 hmw
[CH]=C1CCCc2cc3c(nc21)C(=[CH])CCC3 hmx
[CH]=C1CCCc2cc3c(nc21)[CH]CCC3 hmy
[CH]=C1CCCc2cc3ccccc3nc21 hmz
[CH]=C1CCCc2ccccc21 hmA
[CH]=C1CCCc2ccccc2C1=O hmB
[CH]=C1CCCc2cccnc21 hmC
[CH]=C1CCCc2occc21 hmD
[CH]=C1CCCc2sccc21 hmE
[CH]=C1CCCn2c1nc1ccccc1c2=O hmF
[CH]=C1CCCn2ccnc21 hmG
[CH]=C1CCN2CCCCC2C1 hmH
[CH]=C1CCNC1=O hmI
[CH]=C1CCNCC1 hmJ
[CH]=C1CCNS1(=O)=O hmK
[CH]=C1CCOC(=O)S1 hmL
[CH]=C1CCOC(=S)S1 hmM
[CH]=C1CCOC1=O hmN
[CH]=C1CCOCC1 hmO
[CH]=C1CCOc2c(ccc3ccccc23)C1=O hmP
[CH]=C1CCOc2ccccc21 hmQ
[CH]=C1CCS(=O)(=O)c2ccccc2C1=O hmR
[CH]=C1CCSCC1 hmS
[CH]=C1CC[CH]C(=O)O1 hmT
[CH]=C1CC[CH]C1=O hmU
[CH]=C1CC[CH]C2=C1N=C1SCC(=O)N1[CH]2 hmV
[CH]=C1CC[CH]C2=C1N=c1sc(=[CH])c(=O)n1[CH]2 hmW
[CH]=C1CC[CH]C2=C1NC(=S)N[CH]2 hmX
[CH]=C1CC[CH]C2=CC=COC12 hmY
[CH]=C1CC[CH]C2[CH]NN=C12 hmZ
[CH]=C1CC[CH]CC1 hna
[CH]=C1CC[CH]N1 hnb
[CH]=C1CC[CH]c2cccnc21 hnc
[CH]=C1CC[N+]CC1 hnd
[CH]=C1CCc2[n+]c3ccccc3cc2C1=O hne
[CH]=C1CCc2c([nH]c3ccccc23)C1=O hnf
[CH]=C1CCc2c(ccc3c2CCCC3)C1=O hng
[CH]=C1CCc2cc3c(nc2C1=O)CCCC3 hnh
[CH]=C1CCc2cc3ccccc3nc21 hni
[CH]=C1CCc2cc3ccsc3nc21 hnj
[CH]=C1CCc2ccccc21 hnk
[CH]=C1CCc2ccccc2C1=O hnl
[CH]=C1CCc2ccccc2N1 hnm
[CH]=C1CCc2cccnc2C1=O hnn
[CH]=C1CCc2cnnc21 hno
[CH]=C1CCc2nc3ccccc3cc2C1=O hnp
[CH]=C1CCn2c1nc(=O)c1ccccc12 hnq
[CH]=C1CCn2c1nc1ccccc1c2=O hnr
[CH]=C1CCn2c1nc1sccc1c2=O hns
[CH]=C1CN2C3[CH]C1CC2CC3 hnt
[CH]=C1CN2CCC1C2 hnu
[CH]=C1CN2CCC1CC2 hnv
[CH]=C1CN2CCC34C(=CC1CC23)Nc1ccccc14 hnw
[CH]=C1CN2CCC34c5ccccc5N5C(=O)C=CC(C1CC23)C54 hnx
[CH]=C1CN2CCC34c5ccccc5N5C6OC(C(C1CC23)C54)N1c2ccccc2C23CCN4CC(=[CH])C(CC42)C6C13 hny
[CH]=C1CN2CCC34c5ccccc5N5C=C6C7CC8N(CCC89c8ccccc8N(C=C(C1CC23)C54)C69)CC7=[CH] hnz
[CH]=C1CN2CCC34c5ccccc5N5C=C[CH]C(C1CC23)C54 hnA
[CH]=C1CN2CCC34c5ccccc5N5[CH]OC=C(C1CC23)C54 hnB
[CH]=C1CN2CCC34c5ccccc5NC3[CH]C1CC24 hnC
[CH]=C1CN2CCC3C4NC5OCC=C6CN7CCC89c%10ccccc%10N(C=C4C1CC32)C8C5C6CC79 hnD
[CH]=C1CN2CCC3c4ccccc4N4C=CC1CC2C34 hnE
[CH]=C1CN2[CH]CC1CC2 hnF
[CH]=C1CN2[CH]CC34c5ccccc5N5C(=O)C=CC(C1CC23)C54 hnG
[CH]=C1CN2[CH]CC34c5ccccc5N5C(=O)CC=C(C1CC23)C54 hnH
[CH]=C1CN=CNC1 hnI
[CH]=C1CNC(=N)S1 hnJ
[CH]=C1CNC(=O)C1=O hnK
[CH]=C1CNC1 hnL
[CH]=C1CNC2C(=O)NC12 hnM
[CH]=C1CNC=N1 hnN
[CH]=C1CNCC(=[CH])C1=N hnO
[CH]=C1CNCC(=[CH])C1=O hnP
[CH]=C1CNCC2(CC3CCCN3C23C(=O)Nc2ccccc23)C1=O hnQ
[CH]=C1CNCC2([CH]C3CCCCN3C23C(=O)c2cccc4cccc3c24)C1=O hnR
[CH]=C1CNCC2([CH]C3CSCN3C23C(=O)Nc2ccccc23)C1=O hnS
[CH]=C1CNCC2([CH]C3CSCN3C23C(=O)c2cccc4cccc3c24)C1=O hnT
[CH]=C1CNCC2([CH]CNC23C(=O)Nc2ccccc23)C1=O hnU
[CH]=C1CNCC2=C1N=CN[CH]2 hnV
[CH]=C1CNCC2=C1N=c1sc(=[CH])c(=O)n1[CH]2 hnW
[CH]=C1CNCC2=C1NC(=S)N[CH]2 hnX
[CH]=C1CNCC2=C1OC=C[CH]2 hnY
[CH]=C1CNCC2C=CC(=O)NC12 hnZ
[CH]=C1CNCC2[CH]NC(=S)N=C12 hoa
[CH]=C1CNCC2[CH]NN=C12 hob
[CH]=C1CNCCC1=O hoc
[CH]=C1CNCc2cc3ccccc3nc21 hod
[CH]=C1CNCc2ccc(=O)[nH]c21 hoe
[CH]=C1CNCc2cccnc21 hof
[CH]=C1CNCc2cnc(=O)[nH]c21 hog
[CH]=C1CNCc2cncnc21 hoh
[CH]=C1CNS(=O)(=O)c2ccccc21 hoi
[CH]=C1CNc2cccc(=O)n21 hoj
[CH]=C1CNc2ccccc2C1=O hok
[CH]=C1COCC(=[CH])C1=O hol
[CH]=C1COCC2=C1N=C1SCC(=O)N1[CH]2 hom
[CH]=C1COCC2=C1NC(=S)N[CH]2 hon
[CH]=C1COCCO1 hoo
[CH]=C1COCc2cncnc21 hop
[CH]=C1COc2ccccc2C1=O hoq
[CH]=C1CS(=O)(=O)CC(=[CH])C1=O hor
[CH]=C1CS(=O)(=O)c2ccccc21 hos
[CH]=C1CSCC(=[CH])C1=O hot
[CH]=C1CSCC1=N hou
[CH]=C1CSCC2=C1N=C1SCC(=O)N1[CH]2 hov
[CH]=C1CSCC2=C1N=CN[CH]2 how
[CH]=C1CSc2ccccc2C1=O hox
[CH]=C1CSc2sccc2C1=O hoy
[CH]=C1C[CH]C(=C)[CH]C1 hoz
[CH]=C1C[CH]C(=O)N1 hoA
[CH]=C1C[CH]C1 hoB
[CH]=C1C[CH]CC(=[CH])C1=N hoC
[CH]=C1C[CH]CC(=[CH])C1=O hoD
[CH]=C1C[CH]CC1 hoE
[CH]=C1C[CH]CC2=C1N=CN[CH]2 hoF
[CH]=C1C[CH]CCC1 hoG
[CH]=C1C[CH]CCC1=C hoH
[CH]=C1C[CH]CCC1=O hoI
[CH]=C1C[CH]CN1 hoJ
[CH]=C1C[CH]COC1=O hoK
[CH]=C1C[CH]C[CH]C1 hoL
[CH]=C1C[CH]C[CH]C1=C hoM
[CH]=C1C[CH]Cc2cc3ccccc3nc21 hoN
[CH]=C1C[CH]Cc2ccccc21 hoO
[CH]=C1C[CH]Cc2cn[nH]c21 hoP
[CH]=C1C[CH]N=CS1 hoQ
[CH]=C1C[CH]NC1=S hoR
[CH]=C1C[CH]OC1=O hoS
[CH]=C1C[CH]OCCC1 hoT
[CH]=C1C[CH]Oc2ccccc21 hoU
[CH]=C1C[CH][CH]C(=O)OCC2=CCN3CCC(OC1=O)C23 hoV
[CH]=C1C[CH][CH]CC1 hoW
[CH]=C1C[CH][CH]O1 hoX
[CH]=C1C[CH][CH][CH]C1=C hoY
[CH]=C1C[CH]c2ccccc21 hoZ
[CH]=C1C[CH]c2ccccc2C1=O hpa
[CH]=C1C[N+]2CCC1CC2 hpb
[CH]=C1C[N+]2CCC34c5ccccc5N5C=C6C7CC8[N+](CCC89c8ccccc8N(C=C(C1CC23)C54)C69)CC7=[CH] hpc
[CH]=C1C[N+]2CCC3C4NC5OCC=C6C[N+]7CCC89c%10ccccc%10N(C=C4C1CC32)C8C5C6CC79 hpd
[CH]=C1C[N+]CC(=[CH])C1=O hpe
[CH]=C1Cc2c(ccc3c2CCC3)C1=O hpf
[CH]=C1Cc2cc3c(cc2C1=O)CCC3 hpg
[CH]=C1Cc2cc3c(cc2C1=O)OCO3 hph
[CH]=C1Cc2ccc3c(c2C1=O)CCC3 hpi
[CH]=C1Cc2ccc3c(c2C1=O)CCCC3 hpj
[CH]=C1Cc2ccccc2C(=[CH])C1=O hpk
[CH]=C1Cc2ccccc2C1=O hpl
[CH]=C1Cc2ccccc2O1 hpm
[CH]=C1Cn2c(nc3ccccc32)S1 hpn
[CH]=C1N=C2C(=O)NC(=O)N=C2NN1 hpo
[CH]=C1N=C2C=C1[CH]CCCCCCCC2 hpp
[CH]=C1N=C2CCCCCN2C1=O hpq
[CH]=C1N=C2CCCN2C1=O hpr
[CH]=C1N=C2NC(=O)C=CN2C1=O hps
[CH]=C1N=C2NC=CN2C1=O hpt
[CH]=C1N=C2NCC(=O)N2C1=O hpu
[CH]=C1N=C2NCCC[CH]N2C1=O hpv
[CH]=C1N=C2NCC[CH]N2C1=O hpw
[CH]=C1N=C2NC[CH]N2C1=O hpx
[CH]=C1N=C2SC=CN2C1=O hpy
[CH]=C1N=C2SCCCN2C1=O hpz
[CH]=C1N=C2SCCN2C1=O hpA
[CH]=C1N=C2Sc3c([nH]cnc3=O)N2C1=O hpB
[CH]=C1N=CC(=O)NC1=O hpC
[CH]=C1N=CC(=O)O1 hpD
[CH]=C1N=CC=CN1 hpE
[CH]=C1N=CNC1=O hpF
[CH]=C1N=CNNC1=O hpG
[CH]=C1N=COC(=O)N1 hpH
[CH]=C1N=COC1=O hpI
[CH]=C1N=COc2ccccc21 hpJ
[CH]=C1N=CSC1=O hpK
[CH]=C1N=Cc2ccccc21 hpL
[CH]=C1N=Cc2ccccc2NC1=O hpM
[CH]=C1N=Cc2ccccc2NC1=S hpN
[CH]=C1N=NC=CC1=O hpO
[CH]=C1N=c2ccccc2=NC1=O hpP
[CH]=C1NC(=N)C(=N)S1 hpQ
[CH]=C1NC(=N)NC1=O hpR
[CH]=C1NC(=O)C(=N)S1 hpS
[CH]=C1NC(=O)C(=O)O1 hpT
[CH]=C1NC(=O)C2CC3CCCCC3N2C(=O)[CH]NC(=O)[CH]NC(=O)[CH][CH]OC(=O)[CH]NC1=O hpU
[CH]=C1NC(=O)C2CSSCCC=CC(CC(=O)N[CH]C(=O)N2)OC(=O)[CH]NC1=O hpV
[CH]=C1NC(=O)C2Cc3ccccc3C1N2 hpW
[CH]=C1NC(=O)C2Cc3ccccc3CN2C(=O)[CH]NC(=O)[CH]NC(=O)[CH][CH]OC(=O)[CH]NC1=O hpX
[CH]=C1NC(=O)CNC1=O hpY
[CH]=C1NC(=O)CS1 hpZ
[CH]=C1NC(=O)NC1=O hqa
[CH]=C1NC(=O)NC1=S hqb
[CH]=C1NC(=O)N[CH]S1 hqc
[CH]=C1NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]CNC(=O)[CH]NC1=O hqd
[CH]=C1NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]CNC(=O)[CH]NC1=O hqe
[CH]=C1NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]NC(=O)[CH]COC(=O)[CH]NC1=O hqf
