B aaa
c1nc2c3c4c1COCC4CNC3CNN2 kyj
c1nc2c3c4c1COCC4CNC3CNO2 kyk
c1nc2c3c4c1CONC4CNC3CCC2 kyl
c1nc2c3c4c1CONC4CNC3CNO2 kym
c1nc2c3c4c1CONC4NCC3COC2 kyn
c1nc2c3c4c1COOC4CNC3CCC2 kyo
c1nc2c3c4c1COOC4CNC3COC2 kyp
c1nc2c3c4c1NCC1CCCN(CC3OPO2)C41 kyq
c1nc2c3c4c1NCC1CCCN(NC3OPO2)C41 kyr
c1nc2c3c4c1NCCC4NCC3NCC2 kys
c1nc2c3c4c1NCCC4ONC3OPO2 kyt
c1nc2c3c4c1NCNC4NCC3NCC2 kyu
c1nc2c3c4c1NONC4NCC3COC2 kyv
c1nc2c3c4c1OCC1CCCN(CC3OPO2)C41 kyw
c1nc2c3c4c1OCCC4NNC3OPO2 kyx
c1nc2c3c4c1OCNC4CNC3OPO2 kyy
c1nc2c3c4c1OCNC4NCC3OPO2 kyz
c1nc2c3c4c1OCNC4NNC3OPO2 kyA
c1nc2c3c4c1ONCC4NNC3OPO2 kyB
c1nc2c3c4c1ONNC4CNC3OPO2 kyC
c1nc2c3c4c1ONNC4NCC3OPO2 kyD
c1nc2c3c4c1ONNC4NNC3OPO2 kyE
c1nc2c3c4c1ncn4CCC3N=N2 kyF
c1nc2c3n1CCCC3CCC2 kyG
c1nc2c3n1CCCC3CCN2 kyH
c1nc2c3n1CCCC3CNC2 kyI
c1nc2c3n1CCCC3CNN2 kyJ
c1nc2c3n1CCCN3CCC2 kyK
c1nc2c3n1CCCN3CCN2 kyL
c1nc2c3n1CCCN3CNN2 kyM
c1nc2c3n1CCCN3NNC2 kyN
c1nc2c3n1CCCN3NOC2 kyO
c1nc2c3n1CCNC3CCC2 kyP
c1nc2c3n1CCNC3NCC2 kyQ
c1nc2c3n1CCNC3NNC2 kyR
c1nc2c3n1CCNN3CCC2 kyS
c1nc2c3n1CCNN3CNC2 kyT
c1nc2c3n1CCNN3NCC2 kyU
c1nc2c3n1CCNN3NOC2 kyV
c1nc2c3n1CCON3NNC2 kyW
c1nc2c3n1COCC3CCN2 kyX
c1nc2c3n1COCC3CNN2 kyY
c1nc2c3n1NCCC3CNC2 kyZ
c1nc2c3n1NOCC3CCN2 kza
c1nc2ccc3cnnc4c3n2c1CN4 kzb
c1nc2ccc3cnnc4c3n2c1NN4 kzc
c1nc2n3c(ccc3n1)CNC2 kzd
c1nc2n3c(ccc3n1)CNN2 kze
c1nc2n3c(cnc3n1)CCN2 kzf
c1nc2n3c1CCC3CCN2 kzg
c1nc2n3c1CCC3NCC2 kzh
c1nc2n3c1CCCC3CCC2 kzi
c1nc2n3c1CCCC3CNC2 kzj
c1nc2n3c1CCCC3CNN2 kzk
c1nc2n3c1CCCC3CNS2 kzl
c1nc2n3c1CCCC3CPO2 kzm
c1nc2n3c1CCCC3NCC2 kzn
c1nc2n3c1CCCC3OCC2 kzo
c1nc2n3c1CCCN3CCC2 kzp
c1nc2n3c1CCCN3NCC2 kzq
c1nc2n3c1CCNC3CCN2 kzr
c1nc2n3c1CCOC3CCC2 kzs
c1nc2n3c1CNCC3CCC2 kzt
c1nc2n3c1CNCC3CPO2 kzu
c1nc2n3c1CNCC3NCC2 kzv
c1nc2n3c1CNNC3CCC2 kzw
c1nc2n3c1CNNC3CCN2 kzx
c1nc2n3c1NCCC3CC2 kzy
c1nc2n3c1NCNC3CCC2 kzz
c1nc2n3c1NCOC3CCC2 kzA
c1nc2n3c1NNCC3NCC2 kzB
c1nc2n3c1SNOC3CCC2 kzC
c1nc2nnnc3c2n1CCC3 kzD
c1nc2sc3c4n([nH][nH]c1n24)COC3 kzE
c1nc2sc3c4n([nH][nH]c1n24)NOC3 kzF
c1nc2sc3c4n([nH][nH]c1n24)OOC3 kzG
c1nc2scc3c2c2c1CCCN2CC3 kzH
c1nc2scc3c2c2c1CCNN2CC3 kzI
c1nc2scc3c2c2c1NCNN2CC3 kzJ
c1nc2scc3n2c1CCC3 kzK
c1nc2scc3n2c1CNC3 kzL
c1nc[c-]2c1CCCCCC2 kzM
c1nc[n+]2c3c1CCCN3CNN2 kzN
c1nc[n+]2c3c1CCNN3CNN2 kzO
c1nc[n+]2n1CCCC2 kzP
c1ncc2[nH][nH][nH]n3c2c1NNC3 kzQ
c1ncc2[nH][nH][nH]n3c2c1OC3 kzR
c1ncc2[nH][nH]on3c2c1OC3 kzS
c1ncc2[nH]c3c4c2c1CCC4CCC3 kzT
c1ncc2[nH]c3c4c2c1CCC4CCN3 kzU
c1ncc2[nH]c3c4c2c1CCC4CCO3 kzV
c1ncc2[nH]c3c4c2c1CCC4CNC3 kzW
c1ncc2[nH]c3c4c2c1CCC4NNC3 kzX
c1ncc2[nH]c3c4c2c1CNC4CCC3 kzY
c1ncc2[nH]c3c4c2c1CNC4CCO3 kzZ
c1ncc2[nH]c3c4c2c1NCC4CCN3 kAa
c1ncc2[nH]c3c4c2c1OCC4=NCC3 kAb
c1ncc2[nH]cc3c2c1CCC3 kAc
c1ncc2[nH]cc3c2c1CCN3 kAd
c1ncc2[nH]cc3c2c1CNC3 kAe
c1ncc2[nH]cc3c2c1CNNC3 kAf
c1ncc2[nH]cc3c2c1NCN3 kAg
c1ncc2[nH]nc3c2c1CCC3 kAh
c1ncc2[nH]nc3c2c1CNN3 kAi
c1ncc2[nH]nc3c2c1CON3 kAj
c1ncc2[nH]oon3c2c1OC3 kAk
c1ncc2c(n1)C[CH-][CH-]2 kAl
c1ncc2c(n1)N[CH-]N2 kAm
c1ncc2c3c1CCC1=C3N(CC1)CC2 kAn
c1ncc2c3c1CCC3CNC2 kAo
c1ncc2c3c1CCCC3CCC2 kAp
c1ncc2c3c1CCCC3CN2 kAq
c1ncc2c3c1CCCC3CNC2 kAr
c1ncc2c3c1CCCC3CNS2 kAs
c1ncc2c3c1CCCC3COC2 kAt
c1ncc2c3c1CCCC3CON2 kAu
c1ncc2c3c1CCCC3NC2 kAv
c1ncc2c3c1CCCC3NCN2 kAw
c1ncc2c3c1CCCC3NNC2 kAx
c1ncc2c3c1CCCC3OC2 kAy
c1ncc2c3c1CCCC3OCC2 kAz
c1ncc2c3c1CCCC=3CCN=2 kAA
c1ncc2c3c1CCCC=3CN=2 kAB
c1ncc2c3c1CCCN3CC2 kAC
c1ncc2c3c1CCCN3CCC2 kAD
c1ncc2c3c1CCCN3CCCN2 kAE
c1ncc2c3c1CCCN3CN2 kAF
c1ncc2c3c1CCCN3CNC2 kAG
c1ncc2c3c1CCCN3NCC2 kAH
c1ncc2c3c1CCCN3NCN2 kAI
c1ncc2c3c1CCCN3NCO2 kAJ
c1ncc2c3c1CCCN3NNC2 kAK
c1ncc2c3c1CCN1CCC(=C31)NC2 kAL
c1ncc2c3c1CCN3CCN2 kAM
c1ncc2c3c1CCN3COC2 kAN
c1ncc2c3c1CCNC3CCO2 kAO
c1ncc2c3c1CCNC3CNC2 kAP
c1ncc2c3c1CCNC3COC2 kAQ
c1ncc2c3c1CCNC3CON2 kAR
c1ncc2c3c1CCNC3OC2 kAS
c1ncc2c3c1CCNC3OCC2 kAT
c1ncc2c3c1CCNC3OSC2 kAU
c1ncc2c3c1CCNC=3CN=2 kAV
c1ncc2c3c1CCNN3CC2 kAW
c1ncc2c3c1CCNN3NCO2 kAX
c1ncc2c3c1CCNN3OSC2 kAY
c1ncc2c3c1CCOC3CN2 kAZ
c1ncc2c3c1CCOC3CNC2 kBa
c1ncc2c3c1CCOC3NNC2 kBb
c1ncc2c3c1CCON3NOC2 kBc
c1ncc2c3c1CCc1ccc(n1-3)CC2 kBd
c1ncc2c3c1CCc1occ(c1-3)CN2 kBe
c1ncc2c3c1CCn1ccc(c1-3)NC2 kBf
c1ncc2c3c1CNC1CCNC(CN2)N31 kBg
c1ncc2c3c1CNC1CNNC(CN2)N31 kBh
c1ncc2c3c1CNC1NCNC(NC2)C31 kBi
c1ncc2c3c1CNCC3CCN2 kBj
c1ncc2c3c1CNCC3CCO2 kBk
c1ncc2c3c1CNCC3CN2 kBl
c1ncc2c3c1CNCC3CNC2 kBm
c1ncc2c3c1CNCC3COC2 kBn
c1ncc2c3c1CNCC3NNC2 kBo
c1ncc2c3c1CNCC3ONC2 kBp
c1ncc2c3c1CNCC=3CCN=2 kBq
c1ncc2c3c1CNCN3CCN2 kBr
c1ncc2c3c1CNCN3CN2 kBs
c1ncc2c3c1CNCN3NCN2 kBt
c1ncc2c3c1CNCN3NCO2 kBu
c1ncc2c3c1CNN1CCOC(CN2)C31 kBv
c1ncc2c3c1CNN1CCOC(CO2)C31 kBw
c1ncc2c3c1CNNC3CCN2 kBx
c1ncc2c3c1CNNC3CCO2 kBy
c1ncc2c3c1CNNC3CNN2 kBz
c1ncc2c3c1CNNC3CNO2 kBA
c1ncc2c3c1CNNC3NCO2 kBB
c1ncc2c3c1CNNC3NNO2 kBC
c1ncc2c3c1CNNC=3CCN=2 kBD
c1ncc2c3c1CNNN3NCO2 kBE
c1ncc2c3c1CNOC3CCN2 kBF
c1ncc2c3c1CNOC3COC2 kBG
c1ncc2c3c1COC3CCO2 kBH
c1ncc2c3c1COC3CNO2 kBI
c1ncc2c3c1COCC3CCN2 kBJ
c1ncc2c3c1COCC3CNN2 kBK
c1ncc2c3c1COCC3NCN2 kBL
c1ncc2c3c1COCC3OOC2 kBM
c1ncc2c3c1COCN3NCN2 kBN
c1ncc2c3c1CONC3CNN2 kBO
c1ncc2c3c1CONC3OOC2 kBP
c1ncc2c3c1COOC3CNN2 kBQ
c1ncc2c3c1COPC3CCO2 kBR
c1ncc2c3c1NCC1CCCN(NO2)C31 kBS
c1ncc2c3c1NCCC=3CN=2 kBT
c1ncc2c3c1NCCCN3CCN2 kBU
c1ncc2c3c1NCNC3CNO2 kBV
c1ncc2c3c1NCNC3NNO2 kBW
c1ncc2c3c1NNC1CCCN(NO2)C31 kBX
c1ncc2c3c1NNCC=3CN=2 kBY
c1ncc2c[nH]c3c2c1CNC3 kBZ
c1ncc2c[nH]c3c2c1NCC3 kCa
c1ncc2c[nH]c3c2c1NNC3 kCb
c1ncc2ccc3ccc4n3c2c1CC4 kCc
c1ncc2ccc3ccc4n3c2c1NC4 kCd
c1ncc2ccc3cnc4n3c2c1CC4 kCe
c1ncc2ccc3ncc4n3c2c1CC4 kCf
c1ncc2ccc3ncc4n3c2c1NC4 kCg
c1ncc2ccc3nnc4n3c2c1CC4 kCh
c1ncc2ccn3c2c1CCC3 kCi
c1ncc2ccn3c2c1CCN3 kCj
c1ncc2ccn3c2c1CNC3 kCk
c1ncc2ccn3c2c1CNON3 kCl
c1ncc2ccn3c2c1NNC3 kCm
c1ncc2ccn3c2c1ONC3 kCn
c1ncc2cnc3n2c1OOC3 kCo
c1ncc2cncc3c2c1CCC3 kCp
c1ncc2cnn3c2c1CCC3 kCq
c1ncc2cnnc3c2c1CN3 kCr
c1ncc2cnnc3c2c1CNC3 kCs
c1ncc2ncc3n2c1CCC3 kCt
c1ncc2ncn3c2c1CCC3 kCu
c1ncc2ncn3c2c1CCN3 kCv
c1ncc2ncn3c2c1CNC3 kCw
c1ncc2ncn3c2c1CNNN3 kCx
c1ncc2ncn3c2c1CNON3 kCy
c1ncc2ncn3c2c1CNOO3 kCz
c1ncc2ncn3c2c1ONC3 kCA
c1ncc2o[nH][nH]n3cnc1c23 kCB
c1ncc2occ3c2c1CCC3 kCC
c1ncc2onc3c2c1CCC3 kCD
c1ncc2sc3c4c2c1NCC4NCC3 kCE
c1ncc2sc3c4c2c1NCC4NNC3 kCF
c1ncnc(N2CC3CNCCC2C3)n1 kCG
c1ncnnn1 kCH
c1nn2c3c1CCCC3CCC2 kCI
c1nn2c3c1CCCC3NCC2 kCJ
c1nn2c3c1CCCC3OCC2 kCK
c1nn2c3c1CCCC3ONC2 kCL
c1nn2c3c1CCCN3CCC2 kCM
c1nn2c3c1CCCN3NCC2 kCN
c1nn2c3c1CCNC3OCC2 kCO
c1nn2c3c1CCNN3NCC2 kCP
c1nn2c3c1CCOC3CCC2 kCQ
c1nn2c3c1CCOC3CNC2 kCR
c1nn2c3c1CCOC3CNN2 kCS
c1nn2c3c1CNCN3CCC2 kCT
c1nn2c3c1CNNC3NCC2 kCU
c1nn2c3c1COCC3CCC2 kCV
c1nn2c3c1COCC3NNC2 kCW
c1nn2c3c1COCC3NNO2 kCX
c1nn2c3c1COCN3CCC2 kCY
c1nn2c3c1CONC3CCC2 kCZ
c1nn2c3c1CONN3CCC2 kDa
c1nn2c3c1COOC3CCC2 kDb
c1nn2c3c1NCCN3CCC2 kDc
c1nn2c3c1NCCN3NCC2 kDd
c1nn2c3c1NCOC3CNN2 kDe
c1nn2c3c1NCOC3NNN2 kDf
c1nn2c3c1NNCN3CCC2 kDg
c1nn2c3c1NOCC3NNO2 kDh
c1nn2c3c1ONCC3NCC2 kDi
c1nn2c3c1ONNC3NCC2 kDj
c1nn2n3n([nH]1)CNNC3NNN2 kDk
c1nnc2[nH]c3c4c2c1CNC4CCC3 kDl
c1nnc2[nH]cc3c2c1CCC3 kDm
c1nnc2[nH]cc3c2c1CCN3 kDn
c1nnc2[nH]cc3c2c1CNC3 kDo
c1nnc2[nH]cc3c2c1NCN3 kDp
c1nnc2c3c(n[nH]c13)CCC2 kDq
c1nnc2c3c(n[nH]c13)CNN2 kDr
c1nnc2c3c(n[nH]c13)NCN2 kDs
c1nnc2c3c(noc13)CCC2 kDt
c1nnc2c3c1CCCC3CNC2 kDu
c1nnc2c3c1CCCN3CC2 kDv
c1nnc2c3c1CCCN3NCC2 kDw
c1nnc2c3c1CCCN3NCN2 kDx
c1nnc2c3c1CCCN3NCO2 kDy
c1nnc2c3c1CCN1CCC(=C31)CC2 kDz
c1nnc2c3c1CCN1CCC(=C31)NC2 kDA
c1nnc2c3c1CCN1CCC(=C31)NN2 kDB
c1nnc2c3c1CCN3CCC2 kDC
c1nnc2c3c1CCN3NCC2 kDD
c1nnc2c3c1CCNC3CCC2 kDE
c1nnc2c3c1CCNC3CNC2 kDF
c1nnc2c3c1CCOC3CCC2 kDG
c1nnc2c3c1CCc1ccc(n1-3)CC2 kDH
c1nnc2c3c1CCn1ccc(c1-3)NC2 kDI
c1nnc2c3c1CNCC3CCC2 kDJ
c1nnc2c3c1CNCC3CCN2 kDK
c1nnc2c3c1CNCC3CCO2 kDL
c1nnc2c3c1CNCN3CNC2 kDM
c1nnc2c3c1CNNC3CCC2 kDN
c1nnc2c3c1CNNN3CNC2 kDO
c1nnc2c3c1COc1[nH]cc(c1-3)CC2 kDP
c1nnc2c3c1COc1[nH]nc(c1-3)CC2 kDQ
c1nnc2c3c1NCC1OCCN(NC2)C31 kDR
c1nnc2c3c1NCCC3CNC2 kDS
c1nnc2c3c1NCCC3NNC2 kDT
c1nnc2c3c1NCCC=3CN=2 kDU
c1nnc2c3c1NCCCN3CCC2 kDV
c1nnc2c3c1NCCCN3CCN2 kDW
c1nnc2c3c1NCNC3CCC2 kDX
c1nnc2c3c1NCc1noc(c1-3)NO2 kDY
c1nnc2c3c1OCCC3CNC2 kDZ
c1nnc2c3c1cnn3CCC2 kEa
c1nnc2c3c1ncn3NCC2 kEb
c1nnc2c3c1ncn3NNNC2 kEc
c1nnc2c3c1ncn3NONC2 kEd
c1nnc2c3c1ncn3OONC2 kEe
c1nnc2ccn3c2c1CCC3 kEf
c1nnc2cnnc3c2c1CNC3 kEg
c1nnc2n3c(ncc13)COC2 kEh
c1nnc2ncc3n2c1CCC3 kEi
c1nnc2ncn3c2c1CCC3 kEj
c1nnc2ncn3c2c1CNON3 kEk
c1nnc2occ3c2c1CCC3 kEl
c1nnc2sc3c4c2c1NCC4NNC3 kEm
c1nnnnn1 kEn
c1nnon1 kEo
c1no[nH][nH][nH]1 kEp
c1no[nH][nH]o1 kEq
c1no[nH]o[nH]1 kEr
c1no[nH]oo1 kEs
c1noc(C2=NCCN=N2)n1 kEt
c1nooo[nH]1 kEu
c1noooo1 kEv
c1o[nH][nH][nH][n+]#1 kEw
c1oc2c3c1CCN1CNCN(CC2)N31 kEx
c1oc2c3c1CCN1CNNN(CC2)N31 kEy
c1oc2c3c1CCNC3CCC2 kEz
c1oc2c3c1CCNC3NCC2 kEA
c1oc2c3c1CCNN3CCC2 kEB
c1oc2c3c1CCNN3NCC2 kEC
c1oc2c3c1CCNN3NNC2 kED
c1oc2c3c1CNCC3CCC2 kEE
c1oc2c3c1CNCC3NCN2 kEF
c1oc2c3c1CNCC3NC[NH2+]2 kEG
c1oc2c3c1CNCC3NNC2 kEH
c1oc2c3c1CNCC3NNN2 kEI
c1oc2c3c1CNNN3N[SH2]C2 kEJ
c1oc2c3c1CNc1cncc(c1-3)ON2 kEK
c1oc2c3c1CNc1cnnc(c1-3)CC2 kEL
c1oc2c3c1CNc1cnnc(c1-3)ON2 kEM
c1oc2c3c1COCC31NCOC3CCCC(=C31)C2 kEN
c1oc2c3c1COCC31NCOC3NCCC(=C31)C2 kEO
c1oc2c3c1COCC3C1=C(C2)C2NCCC23NCNCN3C1 kEP
c1oc2c3c1COCC3C1=C(C2)C2NCCC23NNNCN3C1 kEQ
c1oc2c3c1COCN3CCC2 kER
c1oc2c3c1NCN1CNNN(OC2)C31 kES
c1oc2c3c1NCNC3NOC2 kET
c1oc2c3c1NNNC3CNC2 kEU
c1oc2c3c1OCCC3CCO2 kEV
c1oc2c3c1ONCC3CCC2 kEW
c1oc2c3c1ONCC3COC2 kEX
c1oc2c3c1ONCC3OCC2 kEY
c1oc2c3c1OOCC3OCC2 kEZ
c1oc2c3c1OOCC3OCN2 kFa
c1oc2ccc3ccn4c3c2c1CC4 kFb
c1oc2ncc3ccn4c3c2c1CC4 kFc
c1oc2nnc3ccn4c3c2c1CC4 kFd
c1occ2c1CCOCCCOC2 kFe
c1sc2[nH]cc3c2c1CCN3 kFf
c1sc2[nH]cc3c2c1CNN3 kFg
c1sc2[nH]cc3c2c1COO3 kFh
c1sc2c3[n+]1CCCC3CCC2 kFi
c1sc2c3[n+]1CCCC3CNN2 kFj
c1sc2c3[n+]1CCCC3NNC2 kFk
c1sc2c3[n+]1CCCC3NNN2 kFl
c1sc2c3[n+]1NCCC3NCC2 kFm
c1sc2c3[n+]1NCNC3NCC2 kFn
c1sc2c3c1CCCC3=NCC2 kFo
c1sc2c3c1CCCC3CCO2 kFp
c1sc2c3c1CCCC3NCC2 kFq
c1sc2c3c1CCCN3CCC2 kFr
c1sc2c3c1CCCN3CNC2 kFs
c1sc2c3c1CCCN3CNS2 kFt
c1sc2c3c1CCNC3CCC2 kFu
c1sc2c3c1CNCC3=NCC2 kFv
c1sc2c3c1CNCC3CCC2 kFw
c1sc2c3c1CNCC3CCN2 kFx
c1sc2c3c1CNCC3CCO2 kFy
c1sc2c3c1CNCC3CNC2 kFz
c1sc2c3c1CNCC3CNN2 kFA
c1sc2c3c1CNCC3NCC2 kFB
c1sc2c3c1CNCC3NCN2 kFC
c1sc2c3c1CNCC3NNC2 kFD
c1sc2c3c1CNCC3NON2 kFE
c1sc2c3c1CNCN3CCC2 kFF
c1sc2c3c1CNCN3CNC2 kFG
c1sc2c3c1CNCN3ONC2 kFH
c1sc2c3c1CNNC3CCC2 kFI
c1sc2c3c1CNNC3CCO2 kFJ
c1sc2c3c1CNNC3NCC2 kFK
c1sc2c3c1CNNC3NNC2 kFL
c1sc2c3c1CNNN3CNC2 kFM
c1sc2c3c1COCC3CNC2 kFN
c1sc2c3c1COCC3NCC2 kFO
c1sc2c3c1COCC3NNC2 kFP
c1sc2c3c1NCC1CNCN(CC2)C31 kFQ
c1sc2c3c1NCC1CNCN(NC2)C31 kFR
c1sc2c3c1NCC1CNCNC31CCC2 kFS
c1sc2c3c1NCC1CNCNC31CNC2 kFT
c1sc2c3c1NCC1CNNN(CC2)C31 kFU
c1sc2c3c1NCC1CNNN(NC2)C31 kFV
c1sc2c3c1NCCC3CNC2 kFW
c1sc2c3c1NCCC3NNC2 kFX
c1sc2c3c1NCNC3CCC2 kFY
c1sc2c3c1OCCC3CNC2 kFZ
c1sc2c3c1OCCN3CNC2 kGa
c1sc2c3c1ONNC3CCC2 kGb
c1sc2c3c1SCCN3CCN2 kGc
c1sc2c3c1SNC1C(CC2)C31 kGd
c1sc2c3c1SNC1C(CN2)C31 kGe
c1sc2c3c1SNC1C(CN2)N31 kGf
c1sc2c3c1SNC1C(CO2)C31 kGg
c1sc2c3c1SNC1C(NC2)C31 kGh
c1sc2c3c1SNC1C(NN2)C31 kGi
c1sc2c3c1SNC1C(OC2)C31 kGj
c1sc2c3c1SNC1C(OO2)C31 kGk
c1sc2c3c1SNN1C(CN2)C31 kGl
c1sc2c3c1SNN1C(CO2)C31 kGm
c1sc2ccc3n2c1CC[SH2]3 kGn
c1sc2cnc3n2c1CCC3 kGo
c1sc2cnc3n2c1CNC3 kGp
c1sc2cnc3n2c1CNN3 kGq
c1sc2cncc3c2c1CCO3 kGr
c1sc2nc3c4n2c1CCC4CCC3 kGs
c1sc2nc3c4n2c1CCC4CNC3 kGt
c1sc2nc3c4n2c1CCC4COC3 kGu
c1sc2nc3c4n2c1CCC4NOC3 kGv
c1sc2nc3c4n2c1CNC4CCC3 kGw
c1sc2nc3c4n2c1CNC4CNC3 kGx
c1sc2nc3c4n2c1CNC4COC3 kGy
c1sc2nc3c4n2c1NCC4NCC3 kGz
c1sc2nc3c4n2c1NNC4CCC3 kGA
c1sc2nc3c4n2c1NNC4NCC3 kGB
c1sc2ncc3[nH][nH][nH]n4c3c2c1CC4 kGC
c1sc2ncc3[nH][nH]on4c3c2c1CC4 kGD
c1sc2ncc3n2c1CCN3 kGE
c1sc2ncc3n2c1CC[SH2]3 kGF
c1sc2nncc3c2c1CCO3 kGG
n1n[nH][nH][nH][nH]1 kGH
n1n[nH]o[nH][nH]1 kGI
n1no[nH][nH][nH]1 kGJ
n1no[nH][nH]o1 kGK
n1no[nH]o[nH]1 kGL
n1noo[nH][nH]1 kGM
n1noo[nH]o1 kGN
B1CCCNCCCCCO1 kGP
B1OCCCCCNCc2ccc1cc2 kGQ
B1OCCN2C=C(CC2)CC2CNCCNCCNCCNCCSCCNCCNCCNCCNCCNC(CNCCNCCNCCNCCN2)CNCc2ccc1cc2 kGR
B1OCCN2C=C(CC2)CC2CNCCNCCNCCNCCSCCNCCNCCNCCNCCNC(CNCCNCCNCCNCCN2)CNCc2ccc1cn2 kGS
C1#CCC2CC3C=C2C#CC(=C1)CCOCCCc1ccc(cn1)O3 kGT
C1#CCC2CNCCNCCNCCNCCNCCNCCNCCNCCSSCC(CNCCNCCNCCNCCN2)NCCC1 kGU
C1#CCCC#CCCNCC=C1 kGV
C1#CCCCCCC#CCCCC1 kGW
C1#CCCCCCC#CCCCCC1 kGX
C1#CCCCCCCCCCCOCC=C1 kGY
C1#CCCCOCCC=CCCCC1 kGZ
C1#CCCC[SH]=NCc2ccc3c(c2)N(CCCC1)CCCO3 kHa
C1#CCCOCCOCCC#CCCOCCOCC1 kHb
C1#CCNC2=CC=[N+](CCCCC[N+]3=CC=C(CC3)NC1)CC2 kHc
C1#CCNC2CCC(CN=CCC=NCCNC1)O2 kHd
C1#CCNC2CCC(CN=CCCN=CCNC1)O2 kHe
C1#CCNC2CCC(CN=CCN=CCNC1)O2 kHf
C1#CCNC2CCC(CNC=NCCCN=CCNC1)O2 kHg
C1#CCNC2CCC(CNC=NCCN=CCNC1)O2 kHh
C1#CCNC2CCC(CNCCCNCCNC1)O2 kHi
C1#CCNC2CCC(CNCCNCCNC1)O2 kHj
C1#CCNC2CCC(CNCNCCCNCCNC1)O2 kHk
C1#CCNC2CCC(CNCNCCNCCNC1)O2 kHl
C1#CCNC2CCC(CNSCCN=CCNC1)O2 kHm
C1#CCNC2CCC(CNSCCNCCNC1)O2 kHn
C1#CCNCCCCCNCCNCCNCCNCCC1 kHo
C1#CCNCCCCCNCCNCCNCCNCCNCCC1 kHp
C1#CCNCCNCCNCCNCCOCC1 kHq
C1#CCNCNCCNCCNCCNCCCCCNC1 kHr
C1#CCNCNCCNCCNCCNCCCNC1 kHs
C1#CCNCNCCNCCNCCNCCNCCCNC1 kHt
C1#CCNCNCCNCCNNCNCCNCCCCCNC1 kHu
C1#CCNNc2ccc3c(n2)N(CCC1)CCO3 kHv
C1#CCNSNCCNCCNCCNCCNCCCCCNC1 kHw
C1#CCOCCCNCCNCCNCCNCCOCC#C1 kHx
C1#CCOc2ccc(cc2)CCNCCCOC1 kHy
C1#CCSCCNCCNCCNCCNCCC1 kHz
C1#CCn2cc(cn2)-c2cccc(n2)CNCCCNCCC1 kHA
C1#Cc2ccc(cc2)-c2ccc(cc2)C#CC=CCCC2CCCC(CCCCCCCCCCCCOCCCCC=C1)O2 kHB
C1#Cc2ccc(cc2)CCCCCCCCCCCC1 kHC
C1#Cc2ccc[n+](c2)CCCCCCCC[n+]2cccc(c2)C#CCCCCCC1 kHD
C1#Cc2ccc[n+](c2)CCCCCCC[n+]2cccc(c2)C#CCCCCCC1 kHE
C1#Cc2ccc[n+](c2)CCCC[n+]2cccc(c2)C#CCCCCCC1 kHF
C1#Cc2cnc3ccc(nn23)CNCCCCCCCCOc2cccc1c2 kHG
C1#Cc2cnc3ccc(nn23)CNCCCCCCCOc2cccc1c2 kHH
C1#Cc2cnc3ccc(nn23)CNCCCCCCOc2cccc1c2 kHI
C1#Cc2cnc3ccc(nn23)CNCCCCCOc2cccc1c2 kHJ
C1#Cc2cnc3ccc(nn23)CNCCNCCCCOc2cccc1c2 kHK
C1#Cc2cnc3ccc(nn23)N2CCCC(C2)NCCCCCCCCNc2cccc1c2 kHL
C1#Cc2cnc3ccc(nn23)N2CCCC(C2)NCCCCCCCNc2cccc1c2 kHM
C1#Cc2cnc3ccc(nn23)N2CCCC(C2)NCCCCCCNc2cccc1c2 kHN
C1#Cc2cnc3ccc(nn23)N2CCCC(C2)NCCCCCONc2cccc1c2 kHO
C1#Cc2cnc3ccc(nn23)NCCCNCCCCOc2cccc1c2 kHP
C1#Cc2cnc3ccc(nn23)NCCN=CCCCCOc2cccc1c2 kHQ
C1#Cc2cnc3ccc(nn23)NCCNCCCCCOc2cccc1c2 kHR
C1#Cc2cnc3n2NC(=NCCC=NCCCCOc2cccc1c2)C=C3 kHS
C1=C2C=C(C1)CCCCOCCNCCC2 kHT
C1=C2C=C(CC1)OCCCc1c[nH]c3c(cccc13)CCCSCc1cc([nH]n1)CC2 kHU
C1=C2C=C(CCCCCCNCC2)NC1 kHV
C1=C2C=C(CNc3c[nH]c(c3)CNc3c[nH]c(c3)CNCCCCNc3c[nH]c(n3)CNc3c[nH]c(c3)CNc3c[nH]c(c3)CNCCCCN2)[NH2+]1 kHW
C1=C2CC(CC1)CC1CCCC3OCOCCCOCOC2CC13 kHX
C1=C2CC3=CC(CCCCOCCCCCCO3)CC(CC1)C2 kHY
C1=C2CC3=CC(CCCCOCCCCCO3)CC(CC1)C2 kHZ
C1=C2CC3=CC(CCCCOCCCCO3)CC(CC1)C2 kIa
C1=C2CC3=CN4CCCCC[NH2+]CCCCCN(C2)CN1CCCCC[NH2+]CCCCCN(C3)C4 kIb
C1=C2CC3=NC(CC3)C3CCC(=CC4=NC(=CC(=N2)C1)CC4)N3 kIc
C1=C2CC3C=C2N=C1CCCCCCCC3 kId
C1=C2CCC(=N2)C=C2CCC(CC3=NC(CC3)C3CCC1=N3)N2 kIe
C1=C2CCC(=N2)C=C2CCC([N-]2)C2CCC(=N2)C=C2CCC1=N2 kIf
C1=C2CCC(COCCCCCCCCCCC1)C2 kIg
C1=C2CCC3=CN(CCOCCCN1CC2)CC3 kIh
C1=C2CCC3CCCC4OCCCCCCCOCCCCCOC1CC(C2)CC34 kIi
