B aaa
C1=C2CCC3CCCC4OCCCCCCOc5cccc(c5)CCCOC1CC(C2)CC34 kIj
C1=C2CCC3CCCC4OCCCCCOCCCCCOC1CC(C2)CC34 kIk
C1=C2CCC3CCCC4OCCCCCc5cccc(c5)CCCOC1CC(C2)CC34 kIl
C1=C2CCC3CCCC4OCCCCOCCCCCOC1CC(C2)CC34 kIm
C1=C2CCC3CCCC4OCCCCOc5cccc(c5)CCCOC1CC(C2)CC34 kIn
C1=C2CCC=C1SCc1cc(n[nH]1)CNCCCc1cccc3c1ccn3CCCO2 kIo
C1=C2CCC=C1SCc1cc(n[nH]1)CSCCCc1cccc3c(c[nH]c13)CCCO2 kIp
C1=C2CCC=C1SCc1cc(n[nH]1)CSCCCc1cccc3c1ccn3CCCO2 kIq
C1=C2CCCCC3OCCCCCCCCOCNCCCOC1CC3C2 kIr
C1=C2CCCCC3OCc4cccc(c4)CCCCCNCCCOC1CC3C2 kIs
C1=C2CCCCC3OCc4cccc(c4)CCCCOCNCCCOC1CC3C2 kIt
C1=C2CCCCCCCCCC(CC1)C2 kIu
C1=C2CCCCCCCCCCCCCCCNC(=CC1)C2 kIv
C1=C2CCCN3CCCC(COCCCc4c[nH]c5ccc(cc45)N(CC1)C2)N3 kIw
C1=C2CCCNCCNCCCCCN1CC2 kIx
C1=C2CCCNCCNCCNCCN1CC2 kIy
C1=C2CCN1C1CCN(COCC3CNC(CN3)C2)C1 kIz
C1=C2CCN1CCCCCCCCCNc1cccc(c1)Nc1nccc2n1 kIA
C1=C2CCN1CCCCCCCCNc1cccc(c1)Nc1nccc2n1 kIB
C1=C2CCN1CCCCCCCNc1cccc(c1)Nc1nccc2n1 kIC
C1=C2CCN1CCCCCCNc1cccc(c1)Nc1nccc2n1 kID
C1=C2CCNCCCCNCOCOCc3cccc(c3)CNN(CC1)C2 kIE
C1=C2CCNCCNCCNCCCCCN1CC2 kIF
C1=C2CCNCCNCCNCCNCCNCCNCC3CCC(S1)C(O2)O3 kIG
C1=C2CCNCCNCCNCCNCCNCCNCCNCCNCCNCC3=CC4=CC=C1C(S2)C4S3 kIH
C1=C2CCNCCNCCNCCNCCNCCNCCNCCNCCNCC3=CSC4C3=CC=C1C4S2 kII
C1=C2CCNCCNCCNCCNCCNCCNCCNCCNCCNCCNCCNCC3=CC4=CC=C1C(S2)C4S3 kIJ
C1=C2CCNCCNCCNCCNCCNCCNCCNCCNCCNCCNCCNCCNCCNCC3=CC4=CC=C1C(S2)C4S3 kIK
C1=C2CC[N+](=C1)CCCCCC[N+]1=CC=C(CC1)NCCCCCN2 kIL
C1=C2CC[N+](=C1)CCCCC[N+]1=CC=C(CC1)NCCCN2 kIM
C1=C2CC[N+](=C1)CCCCC[N+]1=CC=C(CC1)NCc1ccc(cc1)CN2 kIN
C1=C2CC[N+](=C1)CCCCC[n+]1ccc(cc1)NCCCCCN2 kIO
C1=C2CC[N+](=C1)CCCC[N+]1=CC=C(CC1)NCCCN2 kIP
C1=C2CC[N+](=C1)Cc1cccc(c1)C[N+]1=CC=C(CC1)NCCCN2 kIQ
C1=C2CC[N+](=C1)Cc1cccc(c1)C[n+]1ccc(cc1)NCc1ccc(cc1)CN2 kIR
C1=C2CCc3cccc(c3)CCCCCc3cccc(c3O2)C1 kIS
C1=C2CN(CC1)CCCN1CCCC(COCCCc3c[nH]c4ccc2cc34)N1 kIT
C1=C2CN3CCN(CCNSNCc4ccc5cc(n(c5c4)C2)CC1)CC3 kIU
C1=C2CNCCCCCCNCCNC3CCCCN(C1)C3=N2 kIV
C1=C2CNCCCCCCNSNCc3ccc4cc(n(c4c3)C2)CC1 kIW
C1=C2CNCCCCCNSNCc3ccc4cc(n(c4c3)C2)CC1 kIX
C1=C2CNCCCNSNCc3ccc4cc(n(c4c3)C2)CC1 kIY
C1=C2CNCCCOCCCCCNC3COCCN(C1)C3=N2 kIZ
C1=C2CNCCN3CCN(CC3)SNCc3ccc4cc(n(c4c3)C2)CC1 kJa
C1=C2CNCCNCCNCCNCCNCCNCCNCCNCCNNCC3=CC4=CC=C1C(S2)C4S3 kJb
C1=C2CNCCNCCNSNCc3ccc4cc(n(c4c3)C2)CC1 kJc
C1=C2CNCCOCCNSNCc3ccc4cc(n(c4c3)C2)CC1 kJd
C1=C2COC(COCCCCCCC1)C2 kJe
C1=C2COC1CCCCCCCCO2 kJf
C1=C2COC3CCCC4Cc5cc6ccc(cc7ccc(cc1nc2c3c4n5)[nH]7)[nH]6 kJg
C1=C2CO[Zn]OCCCCCCNC3CN2C3SC1 kJh
C1=C2CSCc3cccc(c3)CSCC(=CC1)O2 kJi
C1=C2N=C(CN1)OC1CCC(CCNCNCc3cccc2c3)C1 kJj
C1=C2N=C(CN1)OC1CCCN(CCNCNCc3cccc2c3)C1 kJk
C1=C2N=C(CN1)OCCCCCCNCNCc1cc2ccn1 kJl
C1=C2N=C(CN1)OCCCCCCNCNCc1cccc2c1 kJm
C1=C2N=C(CN1)OCCCCCNCNCc1cccc2c1 kJn
C1=C2N=C(CN1)OCCCNCCNCNCc1cccc2c1 kJo
C1=C2N=C(CN1)OCCCOCCNCNCc1cc2ccn1 kJp
C1=C2N=C(CN1)OCCCOCCNCNCc1cccc2c1 kJq
C1=C2N=C(CN1)OCCNCCCNCNCc1cccc2c1 kJr
C1=C2N=C(CN1)OCCNCCNCNCc1cccc2c1 kJs
C1=C2N=C(CN1)OCCOCCCNCNCc1cc2ccn1 kJt
C1=C2N=C(CN1)OCCOCCCNCNCc1cccc2c1 kJu
C1=C2N=C(CN1)OCCOCCNCNCc1cccc2c1 kJv
C1=C2N=C(NC1)OCCCOCCNCNCc1cc2ccn1 kJw
C1=C2N=C(NC1)OCCOCCCNCNCc1cc2ccn1 kJx
C1=C2NC(=C3CSC(=N3)c3coc(n3)-c3coc(n3)-c3coc(n3)-c3coc(n3)-c3coc(n3)-c3coc2n3)O1 kJy
C1=C2NCCCC3CCN(CCCNSC(=CC1)N2)C3 kJz
C1=C2NCN=C1NCCCNCCOc1cccc(c1)N2 kJA
C1=C2NCN=C1Sc1cccc(c1)OCCCCOc1cccc2c1 kJB
C1=C2NNN1CCCNCCNCCNCCNCCCCn1cc(nn1)-c1cccc2c1 kJC
C1=C2OCCCN3CCCOCCNCc4cnn1c4NC23 kJD
C1=CC23CCCC(CCCCCC4CCCC5(CCCC6(CC(CO6)OCCC6CCCC(CCCCCC(C1)O2)O6)O5)O4)O3 kJE
C1=CC23CCCC2(NCN3)O1 kJF
C1=CC2=CC(=NCCCCc3cccc(c3)CCN=C2)N1 kJG
C1=CC2=CCC(=CC2)CCc2cccc(c2)Oc2ccc(cc2)CC1 kJH
C1=CC2=CN(C1)CCCCc1cccc(c1)CCN=C2 kJI
C1=CC2=CN(C1)CCCc1cccc(c1)CCNC2 kJJ
C1=CC2=CN(CC2)CCc2ccc(cn2)CCCN2C=C1CC2 kJK
C1=CC2=CN(CCCCCCCCCCN3C=C1CC3)CC2 kJL
C1=CC2=CN(CCCCCCCCCN3C=C1CC3)CC2 kJM
C1=CC2=CN(CCCCCCCCN3C=C1CC3)CC2 kJN
C1=CC2=CN(CCCCCCCN3C=C1CC3)CC2 kJO
C1=CC2=CN(CCCCCCN3C=C1CC3)CC2 kJP
C1=CC2=CN(CCCCc3ccc(cn3)CCCCN3C=C1CC3)CC2 kJQ
C1=CC2=CN(CCCOCCCN3C=C1CC3)CC2 kJR
C1=CC2=CN(CCCc3ccc(nc3)CCCN3C=C1CC3)CN2 kJS
C1=CC2=CN(CCCc3ccc(s3)CCCN3C=C1CC3)CC2 kJT
C1=CC2=CN(CCNCCNCCN3C=C1CC3)CC2 kJU
C1=CC2=CN(CCNCCOCCNCCN3C=C1CC3)CC2 kJV
C1=CC2=CN(CCNCCOCCOCCNCCN3C=C1CC3)CC2 kJW
C1=CC2=CN(CCOCCCN3C=C1CC3)CC2 kJX
C1=CC2=CN(CCOCCNCCNCCN3C=C1CC3)CC2 kJY
C1=CC2=CN(CCOCCOCCNCCCN3C=C1CC3)CC2 kJZ
C1=CC2=CN(CCOCCOCCNCCN3C=C1CC3)CC2 kKa
C1=CC2=CN(CCOCCOCCOCCN3C=C1CC3)CC2 kKb
C1=CC2=CN(CCOCCOCCOCCOCCN3C=C1CC3)CC2 kKc
C1=CC2=CN(CCOCCOCCOCCOCCOCCN3C=C1CC3)CC2 kKd
C1=CC2=NC1=CC1C=CC(=N1)C=C1C=CC(C=c3ccc([nH]3)=C2)N1 kKe
C1=CC2=NC1=CC1C=CC(C=C3C=CC(=N3)C=c3ccc([nH]3)=C2)N1 kKf
C1=CC2=NC1=Cc1c[nH]c(c1)C=C1C=CC(=N1)C=c1ccc([nH]1)=C2 kKg
C1=CC2=NC1=Cc1ccc([nH]1)C=C1C=CC(=N1)CC1=NC(=C2)C=C1 kKh
C1=CC2=NC1=Cc1ccc([nH]1)C=C1C=CC(=N1)CC1=NC(=C2)CC1 kKi
C1=CC2=NC1=Cc1ccc([nH]1)C=c1ccc([nH]1)=Cc1ccc([nH]1)C=c1ccc([nH]1)=C2 kKj
C1=CC2=NC1=Cc1ccc([nH]1)Cc1ccc([nH]1)C=c1ccc([nH]1)=C2 kKk
C1=CC2=NC3C1=CNCN3CCOCCOCC2 kKl
C1=CC2=NCCCCCC=NCCCCCCN=C(N1)N2 kKm
C1=CC2=NCCCNCCCCCN3CCc4cc(ccc43)NC(=N1)N2 kKn
C1=CC2=NCCCNSc3cccc(c3)NC(=N1)N2 kKo
C1=CC2=NN(C1)CCc1ccc3ncc(cc3c1)-c1cnn(c1)CCCCCNCc1ccc2cc1 kKp
C1=CC2=NN(C1)CCc1ccc3ncc(cc3c1)-c1cnn(c1)CCCCN=Cc1ccc2cc1 kKq
C1=CC2=NN(C1)CCc1ccc3ncc(cc3c1)-c1cnn(c1)CCCCNCc1ccc2cc1 kKr
C1=CC2=NN(C1)Cc1cccc(c1)CNCCCNCCCCO2 kKs
C1=CC2=NN(C1)Cc1cccc(c1)CNCCCNCCCO2 kKt
C1=CC2=NN(C1)Cc1cccc(c1)CNCCCNCCc1cccc2c1 kKu
C1=CC2=NN(C1)Cc1cccc(c1)CNCCCNCCn1cc2cn1 kKv
C1=CC2=NN(C1)Cc1cccc(c1)CNCCCNCc1cc2ccn1 kKw
C1=CC2=NN(C1)Cc1cccc(c1)CNCCCNCc1cncc2c1 kKx
C1=CC2=NN(C1)Cc1cccc(c1)CNCNCCC1CCCN2C1 kKy
C1=CC2=NN(C1)Cc1cccc(c1)CNCNCCCCO2 kKz
C1=CC2=NN(C1)Cc1cccc(c1)CNCNCCOc1cccc2c1 kKA
C1=CC2=NN(C1)Cc1cccc(c1)CNCNCCc1cccc2c1 kKB
C1=CC2=NN(C1)Cc1cccc(c1)CNCNCCn1cc2cn1 kKC
C1=CC2=NN(C1)Cc1cccc(c1)CNCNCc1cc2ccn1 kKD
C1=CC2=NN(C1)Cc1cccc(c1)CNCNCc1cccc2c1 kKE
C1=CC2=NN(C1)Cc1cccc(c1)CNCNCc1cncc2c1 kKF
C1=CC2=NN(C1)Cc1cccc(n1)CNCCCNCCCO2 kKG
C1=CC2C3C=CN2CCCOC2=CC(=CCC2)SCc2cc(n[nH]2)CNCCCC3=C1 kKH
C1=CC2C=Cc3cccc(c32)-c2cccc(c2)CC1 kKI
C1=CC2C=c3ccc([nH]3)=CC3=NC(=Cc4ccc([nH]4)C=C1N2)CC3 kKJ
C1=CC2C=c3ccc([nH]3)=Cc3ccc([nH]3)C=c3ccc([nH]3)=CC1=N2 kKK
C1=CC2CC(CCO2)[SH]=NCc2ccc3c(c2)N(CCCC1)CCCC3 kKL
C1=CC2CCC(CC2)OCC2CSC(=N2)C2CSC(=CCCCCC1)N2 kKM
C1=CC2CCC3NNC(c4nc5c(cccc5[nH]4)-c4cccc(c4)CNC1)C3C2 kKN
C1=CC2CCC3Oc4ccc(cc4)CC4CC(=CC(C1)C23)CN4 kKO
C1=CC2CCC3Oc4ccc(cc4)CC4CC(CN4)CC(C1)C23.C1=CC2CCC3Oc4ccc(cc4)CCCCC(C1)C23 kKP
C1=CC2CCC3Oc4ccc(cc4)CCCCCC(C1)C23 kKQ
C1=CC2CCCC(CC3CCCC(CCCCOCCC4=CC5CC6(C1)OCCC45O6)O3)O2 kKR
C1=CC2CCCC(CCCCCCCCCCOCC1)O2 kKS
C1=CC2CCCC(COCCCCO1)O2 kKT
C1=CC2CCCC3(CCCC(CCCCCCCC4CCCC5(CCCC(CCOC6CCOC(C6)CC6CCCC(CCC1)O6)O5)O4)O3)C2 kKU
C1=CC2CCCN(CCCc3nc(ns3)-c3ccc4[nH]cc(c4c3)CCC1)N2 kKV
C1=CC2CCCSNCc3ccc4c(c3)N(CCCO4)CCCC(C1)C2 kKW
C1=CC2CCC[N+]23CCCC13 kKX
C1=CC2CCN(CC2)Cc2cnn3ccc(nc23)NC1 kKY
C1=CC2CCN(CC2)c2ccnc3cc(nn23)-c2ncc(s2)CCCCCCC1 kKZ
C1=CC2CCN3CCCCCCCCC1C(N1CCCCCCC1)[CH:2]2C3 kLa
C1=CC2CCNCCNC(CNC3CCC(CC3)CO2)CSSCC1 kLb
C1=CC2CCNCCNC(CNCCCCCO2)CSSCC1 kLc
C1=CC2CCNCCNC(CNCCCCO2)CSSCC1 kLd
C1=CC2CCNCCNC(CNCCCNCCO2)CSSCC1 kLe
C1=CC2CCNCCNC(CNCNCCCO2)CSSCC1 kLf
C1=CC2CCNCCNC(CNCc3cn(nn3)CCO2)CSSCC1 kLg
C1=CC2CC[SH]=NCc3ccc4c(c3)N(CCCO4)CCCC1OCCCCO2 kLh
C1=CC2CNC(CNCCCCCCCC1)C2 kLi
C1=CC2CNC(CNCCCCNCCCC1)C2 kLj
C1=CC2CNC(CNCCCNCCCCC1)C2 kLk
C1=CC2CNC(CNCCCSNCCC1)C2 kLl
C1=CC2CNC(CNCCCc3nnc(o3)CC1)C2 kLm
C1=CC2CNCCNCCNCc3nc(co3)CNCCNCCNCCNCc3nc(co3)CNCCNCCNC3=CNC=C1C3=N2 kLn
C1=CC2COCCCCCCCCN=C1O2 kLo
C1=CC2COc3c(cccc32)-c2cccc3[nH]cc(c23)-c2cnc1o2 kLp
C1=CC2COc3ccc(cc32)C=CCOC2C=CCC(C2)OC2CCCC(COC1)O2 kLq
C1=CC2C[SH+]C(=N2)CCCCCCOCCNCCNCCNCCNC1 kLr
C1=CC2Cc3ccc([nH]3)C=c3ccc([nH]3)=CC3=CCC(=N3)CC1N2 kLs
C1=CC2Cc3ccc([nH]3)C=c3ccc([nH]3)=CC3=NC(=CC1=N2)CC3 kLt
C1=CC2Cc3nc(ccc31)COCC1NCc3csc(n3)CNCC3CSC(=N3)CNCCNCc3csc(n3)C(Cc3csc1n3)NCCNCCNCCNCCN2 kLu
C1=CC2NCCCC1OC1C=CC(CCCN1)O2 kLv
C1=CC2NNC3CCC(C=COCCCOCC1)CC23 kLw
C1=CC2NNC3CNC(C=CCOCCOCC1)CC23 kLx
C1=CC2NNC3CNC(C=COCCCNCCC1)CC23 kLy
C1=CC2OCc3cccc(c3)Oc3cccc(c3)CC34CN5C2C(=CO1)CC5(CN3)SS4 kLz
C1=CC2OCc3cccc(c3)Oc3cccc(c3)CC34CN5C2C(=CO1)CC5(CN3)SSS4 kLA
C1=CC2OCc3cccc(c3)Oc3cccc(c3)CC34CN5C2C(=CO1)CC5(CN3)SSSS4 kLB
C1=CC=C2CNC(CCCNCCC=CCCCCC=C1)C2 kLC
C1=CC=CC=CC=CCCC2CCCC(CCCCCCCCCCCCCCOCCC=CC=CC=C1)O2 kLD
C1=CC=CC=CC=CCCCCOCCCCCCCCCCCCC2CCCC(CCC=CC=CC=CC=C1)O2 kLE
C1=CC=CC=CC=CCCOCCCCCCCCCCCCCCCCCCCCCC=CC=CC=C1 kLF
C1=CC=CC=CCC2CCCC(CCCCC=CCCC=CCCCCOCCCNCC=CC=C1)O2 kLG
C1=CC=CC=CCC2CCCC(CCCCC=CCCC=CCCCCOCCNCC=CC=C1)O2 kLH
C1=CC=CC=CCCCCCCCCCCCCCCCCCCCCCCOCC=CC=CC=C1 kLI
C1=CC=CC=CCCCOCCCCC=CCCCCCCC=CC=CC=CC=CC=CCCCOCCCCC=CCCCCCCC=CC=C1 kLJ
C1=CC=CC=CCCNCC=CC=CC=CC=CC=CC=CCCNCC=CC=CC=C1 kLK
C1=CC=CC=[NH+]CCNCCNCCNCCNCCNCCCCCNC=CC=C1 kLL
C1=CC=CCCC2CCCC(CCNCCOC3CCC(CCCCC=C1)CC3)O2 kLM
C1=CC=CCCC2CCCC(CCNCCOC=CCCC=CCCCCCCC=C1)O2 kLN
C1=CC=CCCC2CCCC(CCNCCOCCC=CCCCCCCC=C1)O2 kLO
C1=CC=CCCC2CCCC(CCNCCOCCCCCCC=C1)O2 kLP
C1=CC=CCCC2CCCC(CCNCCOCCCCCCC=CCCCCCCC=C1)O2 kLQ
C1=CC=CCCC=CC=CCCOCCC=CCC=C1 kLR
C1=CC=CCCCCCCCCC=CC=CCCC=C1 kLS
C1=CC=CCCOCCC=CCC=CC=CCCC=C1 kLT
C1=CC=CCNCCC=CC=CCCC=C1 kLU
C1=CC=CCOCCCCCCCC=CC=CCCC=C1 kLV
C1=CC=CCOCCCCCCCC=CC=CCCCC=C1 kLW
C1=CC=Cc2nc(co2)COCCC=CC=CC=Cc2nc(co2)COCCC=C1 kLX
C1=CC=NC2=CC3C=CC4=C(CC(OC=CCCCCCCCCC=C1)O4)C3C=C2 kLY
C1=CC=NC2=CCC=C(CCCCCCC=CCCC=C1)C2 kLZ
C1=CC=Nc2ccc3c4c(ccc3c2)OC(C4)OC=CCCCCCCCCC=C1 kMa
C1=CC=[NH+]CCCCCNC=CC=CC=[NH+]CCCCCNC=C1 kMb
C1=CC=[NH+]CCC[NH+]=CC=CC=CNCCCNC=C1 kMc
C1=CCC2=CC(CC=CCCCCC1)OC2 kMd
C1=CCC2=CC(CCCCCCNc3cccc(c3)CC=C1)OC=N2 kMe
C1=CCC2=CC(CCCCCCNc3cccc(c3)CC=C1)OCN2 kMf
C1=CCC2=NCOC(CCCCCCNc3cccc(c3)CC=C1)C2 kMg
C1=CCC2C=C(CCCCCCC1)CN2 kMh
C1=CCC2C=CCC(CCOCCC1)O2 kMi
C1=CCC2C=CCC(COCCC=CCC3C=CCC(COCC1)O3)O2 kMj
C1=CCC2C=CCC(COCCCOCC1)O2 kMk
C1=CCC2CC(CO2)C2CCCC(CC=CC1)O2 kMl
C1=CCC2CCC(CCC3CCC(CC1)OC3)O2 kMm
C1=CCC2CCC(CCCCCCC1)O2 kMn
C1=CCC2CCCC(CCCCCCCCCCOC1)O2 kMo
C1=CCC2CCCC(CNCc3ccc(cc3)CNCC3CCCC(C1)O3)O2 kMp
C1=CCC2CCCC3(CCC4(CCCC(CC56CCCC(O5)C(O6)C5C=CCCC56CCCCN=C6CC1)O4)O3)O2 kMq
C1=CCC2CCN(CC2)c2ccnc3cc(nn23)CNCCCOC1 kMr
C1=CCC2CN=Cc3cc([nH]c32)-c2cccc3ncc(nc23)NC1 kMs
C1=CCC2CNC(CCNCCCCCCNCCNCCN2)CNCCNCCNCC1 kMt
C1=CCC2CNC(CNCCNCCc3ccc(cc3)OCC=CCC3CNC(CNCCNCCc4ccc(cc4)OC1)C3)C2 kMu
C1=CCC2CNC(CNCCNCCc3ccc(cc3)OCc3cn(nn3)C3CNC(CNCCNCCc4ccc(cc4)OC1)C3)C2 kMv
C1=CCC2CNCCNCCC=CCC(CN2)NCCNCCC1 kMw
C1=CCC2CNCCNCCNCCNCCNC(CNCCNCCNCCNCC1)CSSCCCN2 kMx
C1=CCC2CNCCNCCNCCNCCSCc3cccc(c3)CSCCCNCCNCCNC(CNCCN2)Cc2cccc(c2)OC1 kMy
C1=CCC2CNCCNCCNCCNCCSSCC(CNCCNCCNCCNCCN2)NCCC1 kMz
C1=CCC2CNCCNCCNCCSSCCCNCCNCCNCCNC(C1)CNCCNCCNCCNCCN2 kMA
C1=CCC2CNCCOCCCNCCNC(C1)CNCCOCCCNCCN2 kMB
C1=CCC2CNCc3cc([nH]c32)-c2cccc3ncc(nc23)NC1 kMC
C1=CCC=CCCC2CCCC(C=C1)C2 kMD
C1=CCC=CCCC=CCCCC=C1 kME
C1=CCC=CCCCCCOC2CCC(OCCOCC=CCC=CC1)OC2 kMF
C1=CCC=CCOCCCCCC=C1 kMG
C1=CCC=CCOCCOC2CCC(CO2)OCCCCCCCCC=CC1 kMH
C1=CCCC2C=CC3CCN(CCCC1)CC3C2 kMI
C1=CCCC2CCC3OC(CC1)CC1OCC2=C13 kMJ
C1=CCCC2CCCC(CC=CCOCCCC3CCC(C=C1)O3)O2 kMK
C1=CCCC2CCCC(CCC3COC(CCC4CCC(C=C1)O4)C3)O2 kML
C1=CCCC2CCCC3=C2COC3CCCC1 kMM
C1=CCCC2CCCC3C(C=CCC1)OCC23 kMN
C1=CCCC2CCN(CC2)c2ccnc3cc(nn23)-c2cccc(c2)C=COCC1 kMO
C1=CCCC2CCN(CC2)c2ccnc3cc(nn23)-c2cccc(c2)CCOCC1 kMP
C1=CCCC2CCN(CC2)c2ccnc3cc(nn23)-c2cccc(c2)NCCC1 kMQ
C1=CCCC2CCN(CC2)c2ccnc3cc(nn23)-c2ncc(s2)CCCCC1 kMR
C1=CCCC2CNC(CC1)CNCCNCCNCCSCc1cccc(c1)CSCCCNCCNCCNCCNCCN2 kMS
C1=CCCC2CNC(CC1)CNCCNCCSCCNCCNCCNCCNCCNCCNCCNCCNCCNCCNCCN2 kMT
C1=CCCC2CNCCNC(CCCCC1)CNCCNCCNCCNCCSCc1cccc(c1)CSCCCNCCNCCN2 kMU
C1=CCCC2CNCCNCCNCCSCCCN3CN4CCCSCCCNCCNC(CC1)CNCCNCCNCCNC(CNCCN2)CSCCCN(C4)C3 kMV
C1=CCCC2CNCCSCc3cccc(c3)CSCCCNCCNCCNC3CNC4CN(C4)C(CCCNCc4cccc(c4)C3)CNC(CCCC1)CNCCN2 kMW
C1=CCCC2C[NH+]3CCCCC=CCCC4C=C(CN(CCCC1)C4)C2CC3 kMX
C1=CCCC=CC=CCC2CCCC(CCCCC=CCCC=CCCCCCCOCCNCC=C1)O2 kMY
C1=CCCC=CC=CCC2CCCC(CCCCC=CCCC=CCCCCOCCNCC=C1)O2 kMZ
C1=CCCC=CCC2CCCC(C=CCCOCCC=C1)O2 kNa
C1=CCCC=CCCC2CCN(Cc3nc(cs3)C=C1)[SH+]2 kNb
C1=CCCC=CCCC=CCC1 kNc
C1=CCCC=CCCCCC=CCCOCCCC=C1 kNd
C1=CCCC=CCCCCCCC2=CCC(C2)NCC=C1 kNe
C1=CCCC=CCCCCCCCCCCCCCCCCC=CCCOCC=CCCCCCCCCC=CCC1 kNf
C1=CCCC=CCCOCC=CCCNCC=C1 kNg
C1=CCCC=CCCOCC=CCCOCC=C1 kNh
C1=CCCC=CCNCC2=NC(CC2)CNCCOCCC=C1 kNi
C1=CCCC=CCNCC=CC1 kNj
C1=CCCC=CCOC2CCOC(CCCC=C1)C2 kNk
C1=CCCCC23OC4CCC5(O2)C(CCCC26COC(O2)C(CCCCC1)C65)C4O3 kNl
C1=CCCCC23OC4CCC5(O2)C(CCCC2CCC(CCCCC1)C25)C4O3 kNm
C1=CCCCC2=CC(CC=CCCC1)OC2 kNn
C1=CCCCC2=CC(CCCC=CC1)OC2 kNo
C1=CCCCC2=CCN(CCCCCCCC1)C2 kNp
C1=CCCCC2C=CCC(CCCCCCCCOCC=CC=CCCCC3C=CCC(CCCCCCCCOCC=C1)O3)O2 kNq
C1=CCCCC2C=CCC(CCCCCCCCOCC=CC=CCCCC3C=CCC(CCCCCCOCC=C1)O3)O2 kNr
C1=CCCCC2C=CCC(CCCCCCCCOCC=CC=CCCCC3CCCC(CCCCCCCCCCOCC=C1)O3)O2 kNs
C1=CCCCC2C=CCC(CCCCCCCCOCC=CC=CCCCC3CCCC(CCCCCCCCOCC=C1)O3)O2 kNt
C1=CCCCC2C=CCC(CCCCCCCCOCC=CCCCC3C=CCC(CCCCCCCCOCC=C1)O3)O2 kNu
C1=CCCCC2C=CCC(CCCCCCCCOCC=CCCCCCC3C=CCC(CCCCCCCCOCC=C1)O3)O2 kNv
C1=CCCCC2CC(CCO2)OCC=CCC1 kNw
C1=CCCCC2CCC(C=CCCC1)OO2 kNx
C1=CCCCC2CCCC(C=CCCCCCC1)O2 kNy
C1=CCCCC2CCCC(CC=CC3CCCC=CC4C=C(CCCCCC=CCCCCCC5CCC(CCO3)O5)CC3CCN=C(CCC=C1)C43)O2 kNz
C1=CCCCC2CNC(CCC1)CNCCNCCSCCNCCNCCNCCNCCNCCNCCNCCNCCNCCNCCN2 kNA
C1=CCCCC2CNC(CCCC1)CNCCNCCSCCNCCNCCNCCNCCNCCNCCNCCNCCNCCNCCN2 kNB
C1=CCCCC2COC(CC=CCC1)C2 kNC
C1=CCCCC=CC=C2C=NC(CCCN=C1)C2 kND
C1=CCCCC=CCNCC=CC1 kNE
C1=CCCCCC2CCC(CCCC1)O2 kNF
C1=CCCCCC2CCCC(CCCCCCOCCC=C1)O2 kNG
C1=CCCCCC2CCCC(CCNCCOCC=CC1)O2 kNH
C1=CCCCCC2CCCC(CCNCCOCCCCCC1)C2 kNI
C1=CCCCCC2CCCCC(CNCCOCC=CC1)O2 kNJ
C1=CCCCCC2CNC(CCCC1)CNCCNCCSCCNCCNCCNCCNCCNCCNCCNCCNCCNCCNCCN2 kNK
C1=CCCCCC2CNCCNC(CCCC1)CNCCNCCNCCNCCSCc1cccc(c1)CSCCCNCCNCCN2 kNL
C1=CCCCCC2CNCCNCCSCCNCCNCCNCCNCCNCCNCCNCCNCCNCCNCCNC(CCCCC1)CN2 kNM
C1=CCCCCC=CCCC=Cc2cccc(c2)NCC=C1 kNN
C1=CCCCCC=CCCCCC=C1 kNO
C1=CCCCCC=CCCCCOCc2cccc(c2)N=C1 kNP
C1=CCCCCC=CCCc2cc3c4c(c2)OC(C=C1)C4CCCN3 kNQ
C1=CCCCCC=CCCc2cc3c4c(c2)OC(CCCN3)C4C=C1 kNR
C1=CCCCCC=NCC=NCCN2CCCC(COCCC=C1)N2 kNS
C1=CCCCCCC2CCCC(CCCCCCCCCCCCOCC=CCCCC1)O2 kNT
C1=CCCCCCC2CCCCC(CNCCOCC=C1)O2 kNU
C1=CCCCCCC2CNC(CCCCC1)CNCCNCCSCCNCCNCCNCCNCCNCCNCCNCCNCCNCCNCCN2 kNV
C1=CCCCCCC=CCCC=Nc2cccc(c2)CC=C1 kNW
C1=CCCCCCCC2CN3CCC=CC=CCCCCc4cc(c[n+](c4)CCC=C1)C2CC3 kNX
C1=CCCCCCCC=CCCCOCCC=C1 kNY
C1=CCCCCCCCCC2CCCC(CCCCCCCCCCCC=CCCCOCCC=C1)O2 kNZ
C1=CCCCCCCCCC=COC2CC3=C(C=CC4C=C(C=CC34)NCC=C1)O2 kOa
C1=CCCCCCCCCC=COCc2cccc3cc(ccc23)N=CCC1 kOb
C1=CCCCCCCCCCC2CCCC(CCCCCCCCC=CC=CCCOCC=C1)O2 kOc
C1=CCCCCCCCCCCC=C1 kOd
C1=CCCCCCCCCCCCC2CCCC(C2)N=CC1 kOe
C1=CCCCCCCCCCCCC2CCCC(CCCCCCCCC=CC=CCCOCC=C1)O2 kOf
C1=CCCCCCCCCCCCC2CCCC(CCCCCCCCCCCCOCCCCC=CC1)O2 kOg
C1=CCCCCCCCCCCCCCCCCOCC=C1 kOh
C1=CCCCCCCCCCCCCCOCC=NCCCCCCCC=C1 kOi
C1=CCCCCCCCCCCCCCOCCC=CCCCC1 kOj
C1=CCCCCCCCCCCOCC=C1 kOk
